Handle,Title,Body (HTML),Variant SKU,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Cost per item,Variant Price,Variant Image,Image Src,Variant Fulfillment Service,Variant Inventory Policy,Variant Inventory Tracker,Type,Vendor,Tags,original_product_url
"jessica_simpson_olivine_bow_high_heel_stiletto_dress_sandals","","","","","","","","0","0.00","","","manual","deny","shopify","USA Products","Macy's","","https://www.macys.com/shop/product/jessica-simpson-olivine-bow-high-heel-stiletto-dress-sandals?ID=19766033"
